,DOI,Publisher,prefix,publisher_name
12886,10.1016/j.geomorph.2020.107058,Elsevier,10.1016,Elsevier BV
12887,10.1080/03075079.2017.1326022,Taylor & Francis,10.1080,Informa UK Limited
12888,10.4337/9781788111751.00014,Edward Elgar Publishing,10.4337,Edward Elgar Publishing
12889,10.1021/acs.molpharmaceut.9b00955,American Chemical Society (ACS),10.1021,American Chemical Society (ACS)
12890,10.1021/acs.molpharmaceut.9b00955,American Chemical Society (ACS),10.1021,American Chemical Society (ACS)
12891,10.1016/j.trd.2017.07.020,Elsevier,10.1016,Elsevier BV
12892,10.1177/0022242919882630,Amer Marketing Assn,10.1177,SAGE Publications
12893,10.1080/00393630.2020.1761184,Taylor and Francis,10.1080,Informa UK Limited
12894,10.1007/978-3-030-41437-5,Palgrave,10.1007,Springer Science and Business Media LLC
12895,10.1016/j.tranpol.2019.08.006,Elsevier,10.1016,Elsevier BV
12896,10.3310/hta20720,National Institute for Health Research,10.3310,National Institute for Health and Care Research
12897,10.1017/CBO9781316337851,Cambridge University Press,10.1017,Cambridge University Press (CUP)
12898,10.1007/s11229-016-1243-5,Springer,10.1007,Springer Science and Business Media LLC
12899,10.1163/9789004339262,Brill,10.1163,Brill
12900,10.1163/9789004339262,Brill,10.1163,Brill
12901,10.1093/oso/9780190634889.001.0001,Hurst,10.1093,Oxford University Press (OUP)
12902,10.1080/14682745.2014.932350,Taylor and Francis,10.1080,Informa UK Limited
12903,10.30861/9781407312477,BAR Publishing,10.30861,BAR Publishing
12904,10.1057/9781137385499,Palgrave Macmillan,10.1057,Springer Science and Business Media LLC
12905,10.4324/9781315278131,Routledge,10.4324,Informa UK Limited
12906,10.1177/2399808318760572,Sage,10.1177,SAGE Publications
12907,10.1007/978-3-030-38246-9_2,Palgrave Macmillan (part of Springer Nature),10.1007,Springer Science and Business Media LLC
12908,10.1038/s41929-019-0351-2,Nature Research,10.1038,Springer Science and Business Media LLC
12909,10.1177/0956797616655789,Sage Publications Ltd.,10.1177,SAGE Publications
12910,10.1093/acprof:oso/9780199321926.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
12911,10.1111/1468-4446.12741,Wiley-Blackwell Publishing Ltd.,10.1111,Wiley
12912,10.1007/978-3-319-46750-4_17,Springer Verlag,10.1007,Springer Science and Business Media LLC
12913,10.1038/s41467-019-12875-2,Nature Publishing Group,10.1038,Springer Science and Business Media LLC
12914,10.1109/PLANS.2016.7479692,IEEE,10.1109,Institute of Electrical and Electronics Engineers (IEEE)
12915,10.1007/978-3-319-71297-0_12,Palgrave Macmillan,10.1007,Springer Science and Business Media LLC
12916,10.1017/CBO9781139924795.008,Cambridge University Press,10.1017,Cambridge University Press (CUP)
12917,10.1108/S0742-618620160000023003,Emerald,10.1108,Emerald
12918,10.4324/9781315678672,Routledge,10.4324,Informa UK Limited
12919,10.1177/0959680120951705,Sage,10.1177,SAGE Publications
12920,10.2140/gt.2015.19.1477,Geometry & Topology Publications,10.2140,Mathematical Sciences Publishers
12921,10.1016/j.jfa.2014.06.006,Academic Press,10.1016,Elsevier BV
12922,10.14296/920.9781912702534,University of London Press,10.14296,School of Advanced Study
12923,10.1007/978-3-319-71716-6,Springer,10.1007,Springer Science and Business Media LLC
12924,10.5040/9781509915217.ch-014,Hart Publishing,10.5040,Bloomsbury Academic
12925,10.5040/9781509915217.ch-006,Hart Publishing,10.5040,Bloomsbury Academic
12926,10.1021/jacs.6b11783,American Chemical Society,10.1021,American Chemical Society (ACS)
12927,10.1017/jfm.2017.405,Cambridge University Press,10.1017,Cambridge University Press (CUP)
12928,10.1002/adfm.201702253,Wiley - V C H Verlag GmbH & Co. KGaA,10.1002,Wiley
12929,10.1016/j.jet.2015.12.012,Elsevier BV,10.1016,Elsevier BV
12930,10.1111/ecoj.12374,Oxford University Press (OUP),10.1111,Wiley
12931,10.1137/1.9781611975482.142,ACM,10.1137,Society for Industrial & Applied Mathematics (SIAM)
12932,10.1214/17-AAP1276,Institute of Mathematical Statistics,10.1214,Institute of Mathematical Statistics
12933,10.1007/978-3-319-76282-1,Palgrave Macmillan,10.1007,Springer Science and Business Media LLC
12934,10.4324/9781351048606,Routledge,10.4324,Informa UK Limited
12935,10.1093/acprof:oso/9780199646111.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
12936,10.4171/JEMS/1005,European Mathematical Society Publishing House,10.4171,European Mathematical Society - EMS - Publishing House GmbH
12937,10.1080/01419870.2017.1411965,"Routledge Journals, Taylor & Francis Ltd.",10.1080,Informa UK Limited
12938,10.4324/9781315624396,Routledge,10.4324,Informa UK Limited
12939,10.4324/9780429351228,Routledge,10.4324,Informa UK Limited
12940,10.1007/978-3-319-08918-8_3,Springer,10.1007,Springer Science and Business Media LLC
12941,10.1111/sjoe.12173,Wiley,10.1111,Wiley
12942,10.1177/1743872118809676,Sage,10.1177,SAGE Publications
12943,10.1093/oso/9780198806172.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
12944,10.16997/book35.c,University of Westminster Press,10.16997,University of Westminster Press
12945,10.1039/C8SC02753F,Royal Society of Chemistry,10.1039,Royal Society of Chemistry (RSC)
12946,10.1016/j.meegid.2015.07.021,Elsevier BV,10.1016,Elsevier BV
12947,10.1215/00166928-6899306,Duke University Press,10.1215,Duke University Press
12948,10.33182/ks.v8i1.541,Transnational Press London,10.33182,Transnational Press London
12949,10.1098/rsif.2015.0685,Royal Society,10.1098,The Royal Society
12950,10.1111/jofi.12593,Wiley,10.1111,Wiley
12951,10.4324/9781315746692,Routledge,10.4324,Informa UK Limited
12952,10.24908/ss.v13i3/4.5436,Queen's University Library,10.24908,Queen's University Library
12953,10.1080/10538712.2020.1841351,Informa UK Limited,10.1080,Informa UK Limited
12954,10.1002/smj.2224,John Wiley & Sons Ltd.,10.1002,Wiley
12955,10.1093/acprof:oso/9780198738473.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
12956,10.5040/9781509921409.ch-015,Hart Publishing,10.5040,Bloomsbury Academic
12957,10.4324/9780429197727-17,Routledge,10.4324,Informa UK Limited
12958,10.1007/978-3-319-63242-1,Springer International Publishing,10.1007,Springer Science and Business Media LLC
12959,10.4324/9781315641324,Routledge,10.4324,Informa UK Limited
12960,10.3390/biology9030052,MDPI,10.3390,MDPI AG
12961,10.1136/bmj.j4471,BMJ,10.1136,BMJ
12962,10.1038/s41467-019-12353-9,Nature Publishing Group,10.1038,Springer Science and Business Media LLC
12963,10.1007/s00205-017-1076-5,Springer,10.1007,Springer Science and Business Media LLC
12964,10.1080/13602365.2014.985245,Taylor & Francis,10.1080,Informa UK Limited
12965,10.1136/bmjgh-2015-000020,BMJ,10.1136,BMJ
12966,10.1177/1474022219831611,Sage Publications Ltd.,10.1177,SAGE Publications
12967,10.1080/13574809.2015.1106914,Routledge,10.1080,Informa UK Limited
12968,10.1017/9781108297868,Cambridge University Press,10.1017,Cambridge University Press (CUP)
12969,10.1111/apv.12209,Wiley-Blackwell Publishing Asia,10.1111,Wiley
12970,10.1111/apv.12209,Wiley,10.1111,Wiley
12971,10.1093/oxfordhb/9780198728689.013.46,Oxford University Press,10.1093,Oxford University Press (OUP)
12972,10.1093/acprof:oso/9780198728610.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
12973,10.7551/mitpress/10869.001.0001,MIT Press,10.7551,MIT Press
12974,10.1007/978-3-319-74549-7_2,Springer International Publishing,10.1007,Springer Science and Business Media LLC
12975,10.4324/9781315716435,Routledge,10.4324,Informa UK Limited
12976,10.1016/j.cities.2014.09.001,Elsevier BV,10.1016,Elsevier BV
12977,10.5040/9781474257398,Bloomsbury Publishing PLC,10.5040,Bloomsbury Academic
12978,10.5040/9781474233125.ch-002,Bloomsbury Academic,10.5040,Bloomsbury Academic
12979,10.4324/9781315115740,Routledge,10.4324,Informa UK Limited
12980,10.1093/oso/9780198835073.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
12981,10.1057/9781137340207,Palgrave Macmillan US,10.1057,Springer Science and Business Media LLC
12982,10.4324/9781315084367,Routledge,10.4324,Informa UK Limited
12983,10.1080/21568316.2019.1577293,Taylor & Francis,10.1080,Informa UK Limited
12984,10.1017/9781108637978,Cambridge University Press,10.1017,Cambridge University Press (CUP)
12985,10.1042/bsr20190599,Portland Press Ltd.,10.1042,Portland Press Ltd.
12986,10.1007/978-3-319-32028-1,Springer International Publishing,10.1007,Springer Science and Business Media LLC
12987,10.1080/13563467.2013.849673,Routledge,10.1080,Informa UK Limited
12988,10.1057/978-1-137-54328-8,Palgrave,10.1057,Springer Science and Business Media LLC
12989,10.1177/0047117813517911,Sage,10.1177,SAGE Publications
12990,10.1021/acssuschemeng.7b02202,American Chemical Society,10.1021,American Chemical Society (ACS)
12991,10.1016/j.trd.2018.05.009,Elsevier BV,10.1016,Elsevier BV
12992,10.1016/j.conbuildmat.2017.12.018,Elsevier BV,10.1016,Elsevier BV
12993,10.1088/0964-1726/23/9/095039,Institute of Physics Publishing Ltd,10.1088,IOP Publishing
12994,10.1080/0142159X.2016.1210114,Taylor & Francis,10.1080,Informa UK Limited
12995,10.1016/j.energy.2018.05.147,Elsevier BV,10.1016,Elsevier BV
12996,10.1007/978-3-319-33450-9_6,Springer,10.1007,Springer Science and Business Media LLC
12997,10.1007/978-3-319-50346-2_5,Springer,10.1007,Springer Science and Business Media LLC
12998,10.1177/1744987116681376,SAGE Publications,10.1177,SAGE Publications
12999,10.1186/s13023-018-0924-1,BioMed Central Ltd.,10.1186,Springer Science and Business Media LLC
13000,10.1007/978-3-319-99004-0,Springer,10.1007,Springer Science and Business Media LLC
13001,10.1016/j.brat.2015.11.002,Elsevier,10.1016,Elsevier BV
13002,10.3310/hsdr08350,National Institute for Health Research,10.3310,National Institute for Health and Care Research
13003,10.1017/S0030605319000681,Cambridge Journals,10.1017,Cambridge University Press (CUP)
13004,10.1002/9781118648551.ch9,"John Wiley & Sons, Ltd",10.1002,Wiley
13005,10.5040/9781501329012.0017,Bloomsbury,10.5040,Bloomsbury Academic
13006,10.1177/0049124117729707,Sage Publications Ltd.,10.1177,SAGE Publications
13007,10.1038/ncomms14425,Nature Publishing Group,10.1038,Springer Science and Business Media LLC
13008,10.1109/TDSC.2020.2980271,Institute of Electrical and Electronics Engineers (IEEE),10.1109,Institute of Electrical and Electronics Engineers (IEEE)
13009,10.1007/s00414-019-02194-y,Springer,10.1007,Springer Science and Business Media LLC
13010,10.4324/9781315397146,Routledge,10.4324,Informa UK Limited
13011,10.1021/acsnano.8b08440,American Chemical Society (ACS),10.1021,American Chemical Society (ACS)
13012,10.1017/9781108685153.019,Cambridge University Press,10.1017,Cambridge University Press (CUP)
13013,10.1093/schbul/sbaa002,Oxford University Press (OUP),10.1093,Oxford University Press (OUP)
13014,10.3310/hsdr08210,National Institute for Health Research,10.3310,National Institute for Health and Care Research
13015,10.3310/hsdr08210,NIHR Journals Library,10.3310,National Institute for Health and Care Research
13016,10.1108/IJOPM-02-2017-0095,Emerald Group Publishing Ltd.,10.1108,Emerald
13017,10.1016/j.neuroimage.2015.09.070,Elsevier BV,10.1016,Elsevier BV
13018,10.1016/j.ecoleng.2015.05.036,Elsevier BV,10.1016,Elsevier BV
13019,10.4324/9781315696850,Routledge,10.4324,Informa UK Limited
13020,10.1007/978-3-319-70287-2_8,Springer,10.1007,Springer Science and Business Media LLC
13021,10.1016/j.scitotenv.2016.12.031,Elsevier BV,10.1016,Elsevier BV
13022,10.1080/07350015.2015.1043368,Taylor and Francis,10.1080,Informa UK Limited
13023,10.1007/978-3-030-26342-3_28,Springer International Publishing,10.1007,Springer Science and Business Media LLC
13024,10.1109/TVCG.2014.2346449,Institute of Electrical and Electronics Engineers,10.1109,Institute of Electrical and Electronics Engineers (IEEE)
13025,10.1038/srep03894,Nature Publishing Group,10.1038,Springer Science and Business Media LLC
13026,10.3389/fpsyg.2017.01042,Frontiers Media SA,10.3389,Frontiers Media SA
13027,10.1017/9781108662048,Cambridge University Press,10.1017,Cambridge University Press (CUP)
13028,10.1017/9781108666602,Cambridge University Press,10.1017,Cambridge University Press (CUP)
13029,10.1017/9781108595568,Cambridge University Press,10.1017,Cambridge University Press (CUP)
13030,10.1163/9789004360150_007,Brill Academic Publishers,10.1163,Brill
13031,10.1111/blar.12559,Wiley,10.1111,Wiley
13032,10.3366/count.2019.0148,Edinburgh University Press,10.3366,Edinburgh University Press
13033,10.21983/P3.0272.1.00,punctum books,10.21983,
13034,10.1016/j.powtec.2016.03.051,Elsevier BV,10.1016,Elsevier BV
13035,10.1111/rati.12146,Wiley,10.1111,Wiley
13036,10.1017/CBO9781139583978,Cambridge University Press,10.1017,Cambridge University Press (CUP)
13037,10.1038/ismej.2014.237,Nature Publishing Group,10.1038,Springer Science and Business Media LLC
13038,10.1109/JBHI.2017.2732678,IEEE,10.1109,Institute of Electrical and Electronics Engineers (IEEE)
13039,10.1111/his.12879,Wiley-Blackwell Publishing Ltd.,10.1111,Wiley
13040,10.1111/sms.13488,Wiley,10.1111,Wiley
13041,10.1002/14651858.cd003945.pub4,Wiley,10.1002,Wiley
13042,10.1093/acprof:oso/9780199315192.003.0007,Oxford University Press,10.1093,Oxford University Press (OUP)
13043,10.4324/9781315547589,Routledge,10.4324,Informa UK Limited
13044,10.7208/chicago/9780226718453.001.0001,The University of Chicago Press,10.7208,University of Chicago Press
13045,10.1111/sode.12155,Wiley,10.1111,Wiley
13046,10.1057/978-1-137-55027-9_2,Palgrave Macmillan UK,10.1057,Springer Science and Business Media LLC
13047,10.4324/9781315713755,Routledge,10.4324,Informa UK Limited
13048,10.1088/2053-1583/2/2/025003,IOP Publishing,10.1088,IOP Publishing
13049,10.1038/ncomms12168,Nature Publishing Group,10.1038,Springer Science and Business Media LLC
13050,10.1093/oso/9780198269960.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
13051,10.1038/s41550-016-0004,Nature Publishing Group,10.1038,Springer Science and Business Media LLC
13052,10.1093/biomet/asu027,Biometrika Trust,10.1093,Oxford University Press (OUP)
13053,10.1093/biomet/asy028,Biometrika Trust,10.1093,Oxford University Press (OUP)
13054,10.3389/fmicb.2019.02847,Frontiers Media,10.3389,Frontiers Media SA
13055,10.1163/9789004257139,BRILL,10.1163,Brill
13056,10.1075/sigl.1.09HAR,John Benjamins,10.1075,John Benjamins Publishing Company
13057,10.3310/hsdr06140,NIHR Health Technology Assessment Programme,10.3310,National Institute for Health and Care Research
13058,10.1097/TP.0000000000002046,Lippincott Williams & Wilkins,10.1097,Ovid Technologies (Wolters Kluwer Health)
13059,10.1016/j.enggeo.2016.12.006,Elsevier BV,10.1016,Elsevier BV
13060,10.2312/cgvc.20141201,The Eurographics Association,10.2312,The Eurographics Association
13061,10.4324/9781315819228,Routledge,10.4324,Informa UK Limited
13062,10.1017/9781316551028,Cambridge University Press,10.1017,Cambridge University Press (CUP)
13063,10.1162/rest_a_00884,MIT Press,10.1162,MIT Press
13064,10.1093/oso/9780198791317.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
13065,10.1080/09575146.2016.1254162,Informa UK Limited,10.1080,Informa UK Limited
13066,10.1080/14780887.2017.1329364,Informa UK Limited,10.1080,Informa UK Limited
13067,10.7227/GS.0033,Manchester University Press,10.7227,Manchester University Press
13068,10.1177/1747021820978851,Sage,10.1177,SAGE Publications
13069,10.1093/oso/9780198804642.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
13070,10.1093/acprof:oso/9780199687923.003.0019,Oxford University Press,10.1093,Oxford University Press (OUP)
13071,10.1093/oso/9780198804673.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
13072,10.21435/sflin.18,Finnish Literature Society (SKS),10.21435,Suomalaisen Kirjallisuuden Seura
13073,10.1080/09672559.2019.1598102,Routledge,10.1080,Informa UK Limited
13074,10.1016/j.scico.2017.10.011,Elsevier BV,10.1016,Elsevier BV
13075,10.1080/02666286.2019.1652010,Taylor & Francis (Routledge),10.1080,Informa UK Limited
13076,10.1007/978-3-030-19186-3,Palgrave Macmillan,10.1007,Springer Science and Business Media LLC
13077,10.1386/chor.10.1.127_1,Intellect Ltd,10.1386,Intellect
13078,10.1017/9781108354905,Cambridge University Press,10.1017,Cambridge University Press (CUP)
13079,10.4324/9781315180403,Routledge Taylor & Francis Group,10.4324,Informa UK Limited
13080,10.1017/9781108164146.022,Cambridge University Press,10.1017,Cambridge University Press (CUP)
13081,10.1137/130908440,Society for Industrial and Applied Mathematics,10.1137,Society for Industrial & Applied Mathematics (SIAM)
13082,10.11647/OBP.0166,Open Book Publishers,10.11647,Open Book Publishers
13083,10.1002/2015WR018274,American Geophysical Union,10.1002,Wiley
13084,10.1017/9781108350754,Cambridge University Press,10.1017,Cambridge University Press (CUP)
13085,10.1016/j.compstruct.2015.05.009,Elsevier,10.1016,Elsevier BV
13086,10.1057/9781137270993,Palgrave Macmillan,10.1057,Springer Science and Business Media LLC
13087,10.1093/oxfordhb/9780190279707.013.23,Oxford University Press,10.1093,Oxford University Press (OUP)
13088,10.5040/9781474211185,Bloomsbury Academic,10.5040,Bloomsbury Academic
13089,10.5744/florida/9780813061177.001.0001,University Press of Florida,10.5744,University Press of Florida
13090,10.4324/9780203727379,Routledge,10.4324,Informa UK Limited
13091,10.4324/9780429277139-9,Routledge,10.4324,Informa UK Limited
13092,10.1057/978-1-137-57882-2,Palgrave Macmillan,10.1057,Springer Science and Business Media LLC
13093,10.4324/9780429277139,Routledge,10.4324,Informa UK Limited
13094,10.1007/978-3-319-49550-7,Springer International Publishing,10.1007,Springer Science and Business Media LLC
13095,10.1057/9781137316721,Palgrave Macmillan,10.1057,Springer Science and Business Media LLC
13096,10.13165/j.icj.2017.03.006,Vilnius Mykolas Romeris University,10.13165,Mykolas Romeris University
13097,10.1093/oso/9780198832911.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
13098,10.3726/b13646,Peter Lang,10.3726,"Peter Lang, International Academic Publishers"
13099,10.1109/TIP.2017.2695105,IEEE,10.1109,Institute of Electrical and Electronics Engineers (IEEE)
13100,10.1177/1094428116657595,Sage Publications Ltd.,10.1177,SAGE Publications
13101,10.7767/wjk-2014-0106,Bohlau Verlag,10.7767,Brill Osterreich GmbH
13102,10.1017/CBO9781316136034,Cambridge University Press,10.1017,Cambridge University Press (CUP)
13103,10.5040/9781350987579,I.B. Tauris,10.5040,Bloomsbury Academic
13104,10.1371/journal.pntd.0007838,Public Library of Science (PLoS),10.1371,Public Library of Science (PLoS)
13105,10.1017/9781316650950,Cambridge University Press,10.1017,Cambridge University Press (CUP)
13106,10.1093/oso/9780190644031.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
13107,10.1177/0967010617733355,Sage Publications Ltd.,10.1177,SAGE Publications
13108,10.1017/CBO9781139600446,Cambridge University Press,10.1017,Cambridge University Press (CUP)
13109,10.4324/9781315695044,Routledge,10.4324,Informa UK Limited
13110,10.4324/9780429446245-5,Routledge,10.4324,Informa UK Limited
13111,10.1057/9781137290656,Palgrave Macmillan,10.1057,Springer Science and Business Media LLC
13112,10.1007/978-3-030-38407-4,Palgrave Macmillan,10.1007,Springer Science and Business Media LLC
13113,10.1093/oso/9780198737827.003.0020,Oxford University Press,10.1093,Oxford University Press (OUP)
13114,10.3366/edinburgh/9781474401920.001.0001,Edinburgh University Press,10.3366,Edinburgh University Press
13115,10.4324/9781315730691,Routledge,10.4324,Informa UK Limited
13116,10.1098/rstb.2013.0487,The Royal Society Publishing,10.1098,The Royal Society
13117,10.1111/joms.12321,Wiley,10.1111,Wiley
13118,10.1007/978-3-319-53856-3_8,"Palgave Macmillan, Cham",10.1007,Springer Science and Business Media LLC
13119,10.1017/9781316676639.022,Cambridge University Press,10.1017,Cambridge University Press (CUP)
13120,10.1007/978-3-642-54816-1,Springer,10.1007,Springer Science and Business Media LLC
13121,10.1093/oso/9780198842828.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
13122,10.1057/978-1-137-59810-3_12,Palgrave MacMillan,10.1057,Springer Science and Business Media LLC
13123,10.1093/oso/9780198809678.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
13124,10.1016/j.cub.2016.04.036,Cell Press,10.1016,Elsevier BV
13125,10.1007/978-3-319-59055-4,"Springer, Dordrecht",10.1007,Springer Science and Business Media LLC
13126,10.2307/j.ctt2111h7q.7,University of Iowa Press,10.2307,JSTOR
13127,10.1017/jfm.2016.737,Cambridge University Press,10.1017,Cambridge University Press (CUP)
13128,10.5040/9781501364655.ch-007,Bloomsbury Visual Arts,10.5040,Bloomsbury Academic
13129,10.1163/9789004306455_005,BRILL,10.1163,Brill
13130,10.1039/C9CC08261A,Royal Society of Chemistry,10.1039,Royal Society of Chemistry (RSC)
13131,10.1093/acprof:oso/9780198735397.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
13132,10.1017/9781316711224.008,Cambridge University Press,10.1017,Cambridge University Press (CUP)
13133,10.1093/acprof:oso/9780198701088.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
13134,10.5040/9781501364655,Bloomsbury Visual Arts,10.5040,Bloomsbury Academic
13135,10.7765/9781526125941,Manchester University Press,10.7765,Manchester University Press
13136,10.1007/978-3-030-52659-7,Palgrave Macmillan,10.1007,Springer Science and Business Media LLC
13137,10.4324/9780429291463,Routledge,10.4324,Informa UK Limited
13138,10.1017/S174035531600005X,University of Chicago Press,10.1017,Cambridge University Press (CUP)
13139,10.1007/978-3-030-21836-2_5,Palgrave Macmillan,10.1007,Springer Science and Business Media LLC
13140,10.15215/aupress/9781771990370.01,Athabasca University Press,10.15215,Athabasca University Press
13141,10.1080/02614367.2019.1572212,Taylor & Francis,10.1080,Informa UK Limited
13142,10.1109/tvcg.2018.2864817,Institute of Electrical and Electronics Engineers (IEEE),10.1109,Institute of Electrical and Electronics Engineers (IEEE)
13143,10.4000/anthrovision.3668,Anthrovision,10.4000,OpenEdition
13144,10.1017/9781316091609.009,Cambridge University Press,10.1017,Cambridge University Press (CUP)
13145,10.4337/9781786431172.00026,Edward Elgar,10.4337,Edward Elgar Publishing
13146,10.4135/9781473957886.n23,Sage,10.4135,SAGE Publications
13147,10.4324/9781315084237,Routledge,10.4324,Informa UK Limited
13148,10.1163/9789004314849_012,Brill,10.1163,Brill
13149,10.1080/1057610x.2018.1559508,Informa UK Limited,10.1080,Informa UK Limited
13150,10.5040/9781472593283,Bloomsbury Academic,10.5040,Bloomsbury Academic
13151,10.1017/9781316677155.014,Cambridge University Press,10.1017,Cambridge University Press (CUP)
13152,10.14324/111.9781911307402,UCL Press,10.14324,UCL Press
13153,10.1002/9781118639948.ch22,Wiley-Blackwell,10.1002,Wiley
13154,10.1007/978-94-6300-627-9,SensePublishers,10.1007,Springer Science and Business Media LLC
13155,10.4324/9780429243233,Taylor & Francis,10.4324,Informa UK Limited
13156,10.1177/0308518X19880211,Sage,10.1177,SAGE Publications
13157,10.1177/1077800418790301,Sage,10.1177,SAGE Publications
13158,10.1038/s41560-018-0219-8,Springer Science and Business Media LLC,10.1038,Springer Science and Business Media LLC
13159,10.1038/s41586-019-1402-1,Nature Publishing,10.1038,Springer Science and Business Media LLC
13160,10.1093/oso/9780198717881.003.0009,Oxford University Press,10.1093,Oxford University Press (OUP)
13161,10.1016/j.jsbmb.2019.105568,Elsevier,10.1016,Elsevier BV
13162,10.1007/978-3-319-62998-8_4,Springer International Publishing,10.1007,Springer Science and Business Media LLC
13163,10.1177/0306396815611853,Sage Publications Ltd.,10.1177,SAGE Publications
13164,10.4324/9781315547909,Ashgate,10.4324,Informa UK Limited
13165,10.1111/mono.v83.1,Wiley,10.1111,Wiley
13166,10.1111/mono.v83.1/issuetoc,Wiley,10.1111,Wiley
13167,10.1016/j.cub.2014.12.032,Cell Press,10.1016,Elsevier BV
13168,10.1093/oxfordhb/9780199367313.013.31,Oxford University Press,10.1093,Oxford University Press (OUP)
13169,10.1093/oxfordhb/9780199321285.013.6,Oxford University Press,10.1093,Oxford University Press (OUP)
13170,10.3727/152599518X15259144629296,Cognizant Communication Corporation,10.3727,"Cognizant, LLC"
13171,10.1057/9781137432339,Palgrave Macmillan UK,10.1057,Springer Science and Business Media LLC
13172,10.1093/acprof:oso/9780198792406.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
13173,10.1145/3173574.3174214,ACM,10.1145,Association for Computing Machinery (ACM)
13174,10.4324/9781315558639-21,Routledge,10.4324,Informa UK Limited
13175,10.1093/acprof:oso/9780198703686.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
13176,10.1093/oso/9780190645090.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
13177,10.2307/j.ctt1vz498m,Rutgers University Press,10.2307,JSTOR
13178,10.1177/0952695119867021,SAGE,10.1177,SAGE Publications
13179,10.1016/j.euroecorev.2016.07.002,Elsevier BV,10.1016,Elsevier BV
13180,10.1016/j.eneco.2017.10.025,Elsevier,10.1016,Elsevier BV
13181,10.1017/9781316691700.018,Cambridge University Press,10.1017,Cambridge University Press (CUP)
13182,10.1111/ijmr.12165,Wiley,10.1111,Wiley
13183,10.1017/9781316662403,Cambridge University Press,10.1017,Cambridge University Press (CUP)
13184,10.4324/9781315105925,Routledge,10.4324,Informa UK Limited
13185,10.4337/9781788111157,Edgar Elgar,10.4337,Edward Elgar Publishing
13186,10.1007/978-3-030-14625-2_2,Springer International Publishing,10.1007,Springer Science and Business Media LLC
13187,10.1177/0047117819830469,SAGE Publications,10.1177,SAGE Publications
13188,10.1093/oso/9780198832539.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
13189,10.4324/9781315547824,Routledge,10.4324,Informa UK Limited
13190,10.7591/9780801455643,Cornell University Press,10.7591,Cornell University Press
13191,10.1093/oso/9780198842194.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
13192,10.1080/17564905.2014.929408,Taylor & Francis,10.1080,Informa UK Limited
13193,10.1057/978-1-137-60142-1_10,Palgrave Macmillan,10.1057,Springer Science and Business Media LLC
13194,10.1057/978-1-137-48498-7,Palgrave Macmillan,10.1057,Springer Science and Business Media LLC
13195,10.1057/978-1-137-48498-7,Palgrave Macmillan UK,10.1057,Springer Science and Business Media LLC
13196,10.1163/9789004366374_014,Brill,10.1163,Brill
13197,10.5040/9781509995110.ch-009,Hart Publishing,10.5040,Bloomsbury Academic
13198,10.3138/9781487518196,University of Toronto Press,10.3138,University of Toronto Press Inc. (UTPress)
13199,10.1093/oso/9780198807995.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
13200,10.1007/978-981-10-2684-3_10,Palgrave Macmillan,10.1007,Springer Science and Business Media LLC
13201,10.1017/lst.2019.34,Cambridge University Press,10.1017,Cambridge University Press (CUP)
13202,10.1007/978-1-137-40649-1,Palgrave Macmillan,10.1007,Springer Science and Business Media LLC
13203,10.1007/978-3-319-56324-4,Palgrave,10.1007,Springer Science and Business Media LLC
13204,10.1007/978-3-319-53574-6_12,Palgrave Macmillan,10.1007,Springer Science and Business Media LLC
13205,10.1080/17526272.2016.1190203,Informa UK Limited,10.1080,Informa UK Limited
13206,10.1007/978-3-319-49589-7,Palgrave Macmillan,10.1007,Springer Science and Business Media LLC
13207,10.1075/lal.17.02sto,John Benjamins Publishing,10.1075,John Benjamins Publishing Company
13208,10.1007/s00357-014-9161-z,Springer Science and Business Media LLC,10.1007,Springer Science and Business Media LLC
13209,10.1017/9781139013680,Cambridge University Press (CUP),10.1017,Cambridge University Press (CUP)
13210,10.1163/9789004354050_009,Brill,10.1163,Brill
13211,10.1509/jm.14.0389,"Sage Publications, Inc.",10.1509,American Marketing Association (AMA)
13212,10.1017/9781108644006,Cambridge University Press,10.1017,Cambridge University Press (CUP)
13213,10.4324/9780203730225,Routledge,10.4324,Informa UK Limited
